"scaffold","start","end","mid","sites","l_bel","l_xin","l_tap","S_bel","S_xin","S_tap","thetaPi_bel","thetaPi_xin","thetaPi_tap","thetaW_bel","thetaW_xin","thetaW_tap","TajD_bel","TajD_xin","TajD_tap","pi_bel","pi_xin","pi_tap","dxy_bel_xin","dxy_bel_tap","dxy_xin_tap","Fst_bel_xin","Fst_bel_tap","Fst_xin_tap","ABBA","BABA","D","fd","fdM","topo1","topo2","topo3","recombRate","cds_porp","GC"
"chr1",7000001,7100000,7044453,1723,1723,1723,1723,1251,1180,986,441.1111,351.7802,288.4248,442.2107,371.0536,286.6652,-0.0125,-0.2355,0.0263,0.256,0.2042,0.1674,0.2262,0.2145,0.184,-0.0089,0.0067,-0.0049,37.221,27.2012,0.1555,0.2313,0.1881,1472.70588235294,1929.11764705882,1638.17647058824,1.75439345975768E-09,"NA","NA"
"chr1",7100001,7200000,7150044,1827,1827,1827,1827,1315,1282,1096,455.0889,388.8681,340.8627,464.8338,403.1277,318.6461,-0.1052,-0.1604,0.2983,0.2491,0.2128,0.1866,0.2263,0.2205,0.2019,-0.0106,0.0061,0.0056,30.756,28.1774,0.0438,0.0813,0.0503,1577.83333333333,1749.88888888889,1712.27777777778,1.80865939497606E-09,"NA","NA"
"chr1",7200001,7300000,7249306,1470,1470,1470,1470,1071,982,903,377.4444,304.7143,270.9935,378.5833,308.792,262.5342,-0.0151,-0.0599,0.1378,0.2568,0.2073,0.1843,0.2296,0.2203,0.1955,-0.0055,-0.0006,-0.0008,26.6516,23.6587,0.0595,0.0993,0.071,1520,1852.4,1667.6,1.97723523772704E-09,"NA","NA"
"chr1",7300001,7400000,7351387,1705,1705,1705,1705,1252,1198,1048,438.7778,373.022,330.1111,442.5642,376.7137,304.6908,-0.0429,-0.0444,0.3569,0.2573,0.2188,0.1936,0.236,0.2239,0.208,-0.0044,-0.0035,0.0045,36.4115,29.9282,0.0977,0.1672,0.1177,1619.64705882353,1753.11764705882,1667.23529411765,6.79057648751911E-10,"NA","NA"
"chr1",7400001,7500000,7446616,1777,1777,1777,1777,1370,1249,1094,513.5333,417.8791,362.3595,484.2755,392.7508,318.0646,0.3033,0.2901,0.5959,0.289,0.2352,0.2039,0.2577,0.2516,0.2209,-0.0086,0.0104,0.0032,49.9222,35.4929,0.1689,0.2894,0.2287,1556.94444444444,1882.83333333333,1600.22222222222,1.1080182415704E-09,"NA","NA"
"chr1",7500001,7600000,7549652,1716,1716,1716,1716,1220,1196,1140,441.3333,364.2088,344.5752,431.2526,376.0848,331.4385,0.1173,-0.1432,0.1696,0.2572,0.2122,0.2008,0.2297,0.2266,0.205,-0.0111,-0.0052,-0.0036,30.8202,34.7202,-0.0595,-0.1342,-0.0817,1515.17647058824,1724.35294117647,1800.47058823529,1.73925836371467E-09,"NA","NA"
"chr1",7600001,7700000,7649999,1630,1630,1630,1630,1219,1177,970,416.6889,350.4725,302.366,430.8991,370.1102,282.0134,-0.1655,-0.2406,0.3087,0.2556,0.215,0.1855,0.2344,0.2222,0.2001,-0.002,0.0037,-0.0003,30.6337,26.9829,0.0634,0.1083,0.0771,1710.6875,1717.375,1611.9375,6.71602166812952E-10,"NA","NA"
"chr1",7700001,7800000,7748773,1834,1834,1834,1834,1360,1283,1032,479.0889,387.2308,317.0523,480.7406,403.4422,300.039,-0.0172,-0.1822,0.2426,0.2612,0.2111,0.1729,0.2362,0.2238,0.1918,0.0001,0.0154,-0.0006,29.0635,21.7468,0.144,0.1693,0.1375,1549.47368421053,1907.52631578947,1583,1.37476835347087E-09,"NA","NA"
"chr1",7800001,7900000,7849332,1794,1794,1794,1794,1339,1190,1044,457.9333,350.978,306.0261,473.3174,374.1981,303.5279,-0.1631,-0.2814,0.0352,0.2553,0.1956,0.1706,0.2237,0.2167,0.1828,-0.004,0.0089,-0.0009,25.8571,21.4214,0.0938,0.12,0.088,1592.44444444444,1865.61111111111,1581.94444444444,1.29885355417562E-09,"NA","NA"
"chr1",7900001,8000000,7949737,1946,1946,1946,1946,1416,1411,1186,496.6222,449.1209,363.6471,500.5358,443.692,344.8123,-0.0392,0.0555,0.2338,0.2552,0.2308,0.1869,0.2447,0.2281,0.206,0.0036,0.0157,-0.007,37.769,26.8421,0.1691,0.2084,0.1719,1626.68421052632,1786.94736842105,1626.36842105263,1.8908989603119E-09,"NA","NA"
"chr1",8000001,8100000,8051119,1799,1799,1799,1799,1318,1149,944,441.2889,340.1209,278.2745,465.8942,361.3056,274.4543,-0.2651,-0.2658,0.0595,0.2453,0.1891,0.1547,0.2174,0.205,0.1704,0.0005,0.0126,-0.0044,26.5075,22.2472,0.0874,0.1081,0.0836,1526.33333333333,1837.11111111111,1676.55555555556,1.09626594742858E-09,"NA","NA"
"chr1",8100001,8200000,8148174,1768,1768,1768,1768,1281,1250,1041,436.9778,367.9011,307.7059,452.8153,393.0652,302.6556,-0.1755,-0.2903,0.0714,0.2472,0.2081,0.174,0.228,0.2134,0.1919,0.0009,0.0065,0.0022,32.0163,25.1575,0.12,0.172,0.1315,1552.11111111111,1776.05555555556,1711.83333333333,8.7219065504293E-10,"NA","NA"
"chr1",8200001,8300000,8249770,1848,1848,1848,1848,1382,1309,1082,496.8444,423.5934,357.4379,488.5173,411.6179,314.5758,0.0856,0.1319,0.583,0.2689,0.2292,0.1934,0.2445,0.2336,0.2079,-0.0095,0.0054,-0.0083,30.0012,21.9345,0.1553,0.2391,0.1757,1689.38888888889,1784.77777777778,1565.83333333333,1.75363019210538E-09,"NA","NA"
"chr1",8300001,8400000,8351521,1736,1736,1736,1736,1268,1235,1126,459.3333,404.4835,367.915,448.2199,388.3484,327.3682,0.1244,0.1884,0.53,0.2646,0.233,0.2119,0.2464,0.2432,0.219,-0.0049,0.0101,-0.008,25.9825,23.631,0.0474,0.0763,0.0519,1717.11111111111,1689.61111111111,1633.27777777778,1.97827912953093E-09,"NA","NA"
"chr1",8400001,8500000,8445374,1347,1347,1347,1347,949,903,702,331.3778,263.4396,195.1438,335.458,283.9503,204.0963,-0.061,-0.3274,-0.1875,0.246,0.1956,0.1449,0.2199,0.2061,0.1705,-0.0021,0.0272,0.0008,26.2492,14.873,0.2766,0.2924,0.2473,1625.07692307692,1956.69230769231,1458.23076923077,1.58835487489119E-09,"NA","NA"
"chr1",8500001,8600000,8549037,1572,1572,1572,1572,1150,1087,852,407.0889,328.1648,253.085,406.5086,341.8095,247.7066,0.0072,-0.181,0.0929,0.259,0.2088,0.161,0.2338,0.2175,0.1831,-0.0002,0.018,-0.005,30.5099,21.2496,0.1789,0.2108,0.1752,1594.875,1831.0625,1614.0625,1.73286717578152E-09,"NA","NA"
"chr1",8600001,8700000,8650554,1503,1503,1503,1503,1099,1018,856,371.0889,293.8132,241.4444,388.4809,320.1123,248.8696,-0.2247,-0.3724,-0.1276,0.2469,0.1955,0.1606,0.2202,0.2085,0.1778,-0.0024,0.0117,-0.0008,23.8718,18.1425,0.1364,0.1674,0.1318,1566.13333333333,1921.46666666667,1552.4,2.0107702827882E-09,"NA","NA"
"chr1",8700001,8800000,8747548,1683,1683,1683,1683,1185,1156,992,398.2222,348.8791,305.9085,418.8806,363.5067,288.4096,-0.2475,-0.1824,0.2596,0.2366,0.2073,0.1818,0.2216,0.2143,0.1928,-0.0009,0.0119,-0.0045,23.1913,18.3079,0.1177,0.1648,0.1192,1693.17647058824,1782.52941176471,1564.29411764706,1.87618642766577E-09,"NA","NA"
"chr1",8800001,8900000,8849573,1764,1764,1764,1764,1317,1243,1018,457.5778,380.1099,313.0915,465.5407,390.8641,295.9687,-0.0859,-0.1248,0.2475,0.2594,0.2155,0.1775,0.2354,0.2234,0.1957,-0.0045,0.0112,-0.0022,33.4028,23.171,0.1809,0.2372,0.1892,1678.17647058824,1763.88235294118,1597.94117647059,1.93415696884144E-09,"NA","NA"
"chr1",8900001,9000000,8949873,1859,1859,1859,1859,1339,1322,1149,454.2222,403.0989,355.1242,473.3174,415.7058,334.0551,-0.2025,-0.1375,0.2699,0.2443,0.2168,0.191,0.2293,0.2206,0.2019,-0.0028,0.0065,-0.0052,30.194,24.8409,0.0973,0.1533,0.1045,1745.63157894737,1734.89473684211,1559.47368421053,1.95721930080528E-09,"NA","NA"
"chr1",9000001,9100000,9048203,1809,1809,1809,1809,1365,1262,1121,479.6,397.7363,343.085,482.5081,396.8387,325.9145,-0.0303,0.0103,0.2254,0.2651,0.2199,0.1897,0.2398,0.2294,0.2027,-0.0057,0.0043,-0.0051,33.273,26.1349,0.1202,0.1758,0.1339,1624.72222222222,1836.44444444444,1578.83333333333,1.92673624157365E-09,"NA","NA"
"chr1",9100001,9200000,9145610,1386,1386,1386,1386,1026,1008,797,375.9556,316.1978,257.0588,362.6764,316.9678,231.7162,0.1837,-0.011,0.4676,0.2713,0.2281,0.1855,0.2481,0.2329,0.2033,-0.0034,0.01,-0.0087,23.7921,17.9389,0.1403,0.1751,0.1423,1674.42857142857,1818.14285714286,1547.42857142857,1.95995077596984E-09,"NA","NA"
"chr1",9200001,9300000,9254813,1173,1173,1173,1173,840,784,631,285,217.8791,173.4902,296.928,246.5305,183.4541,-0.2015,-0.5265,-0.2321,0.243,0.1857,0.1479,0.2129,0.1988,0.1667,-0.0035,0.0088,-0.0004,20.7234,13.879,0.1978,0.2366,0.1921,1490.75,2055.66666666667,1493.58333333333,1.77271764108934E-09,"NA","NA"
"chr1",9300001,9400000,9348643,1662,1662,1662,1662,1255,1183,1005,453.7333,381.4176,337.0719,443.6246,371.9969,292.1892,0.1144,0.1148,0.6571,0.273,0.2295,0.2028,0.2466,0.2394,0.2139,-0.0097,0.0032,-0.0054,30.2016,25.2841,0.0886,0.1468,0.1053,1602.0625,1760.6875,1677.25,1.96990212727732E-09,"NA","NA"
"chr1",9400001,9500000,9448529,1891,1891,1891,1891,1436,1430,1246,541.9111,474.7363,424.9085,507.6056,449.6666,362.2564,0.3393,0.2528,0.7402,0.2866,0.2511,0.2247,0.2663,0.2563,0.2351,-0.0049,0.0012,-0.0061,38.3694,34.4385,0.054,0.1005,0.0703,1725.89473684211,1642.73684210526,1671.36842105263,1.95445736836587E-09,"NA","NA"
"chr1",9500001,9600000,9549966,1956,1956,1956,1956,1469,1444,1275,536.3778,475.1978,423.9804,519.2706,454.069,370.6878,0.1654,0.211,0.6153,0.2742,0.2429,0.2168,0.2535,0.2472,0.2268,-0.0101,0.0034,-0.0068,37.7766,30.8385,0.1011,0.1876,0.1284,1645.65,1762.15,1632.2,1.84983237356924E-09,"NA","NA"
"chr1",9600001,9700000,9649811,1911,1911,1911,1911,1480,1405,1229,536.7778,463.1538,401.2288,523.1589,441.8053,357.3139,0.1307,0.2191,0.526,0.2809,0.2424,0.21,0.2581,0.2476,0.2242,-0.007,0.0044,-0.0044,37.146,29.4175,0.1161,0.1837,0.1357,1631.84210526316,1816.84210526316,1591.31578947368,1.88990763859885E-09,"NA","NA"
"chr1",9700001,9800000,9747997,1784,1784,1784,1784,1322,1340,1131,490.1778,448.1758,383.2026,467.3082,421.3659,328.8218,0.2456,0.2885,0.7077,0.2748,0.2512,0.2148,0.2609,0.2458,0.233,-0.004,0.002,-0.0001,28.571,26.0861,0.0455,0.0795,0.0504,1679.88888888889,1632.77777777778,1727.33333333333,1.94137717876273E-09,"NA","NA"
"chr1",9800001,9900000,9849552,1537,1537,1537,1537,1090,1086,912,393.6889,321.5604,278.5882,385.2995,341.4951,265.1508,0.1093,-0.2646,0.2168,0.2561,0.2092,0.1813,0.2296,0.2247,0.1958,-0.0068,0.0136,0.0016,30.6401,22.3893,0.1556,0.2196,0.1611,1649.86666666667,1824.06666666667,1566.06666666667,1.97799558481873E-09,"NA","NA"
"chr1",9900001,10000000,9947292,1492,1492,1492,1492,1092,967,739,371.6444,260.5934,187.4771,386.0065,304.0753,214.8535,-0.1867,-0.6481,-0.5447,0.2491,0.1747,0.1257,0.2111,0.1968,0.1499,-0.002,0.0257,-0.001,24.8286,18.4944,0.1462,0.1596,0.1298,1558.46666666667,1774.53333333333,1707,1.80024801355193E-09,"NA","NA"
"chr1",10000001,10100000,10051045,1665,1665,1665,1665,1194,1176,1003,431.6444,345.0769,301.0719,422.062,369.7958,291.6077,0.1139,-0.3031,0.1388,0.2592,0.2073,0.1808,0.2313,0.2269,0.1979,-0.0044,0.0155,0.0102,41.1599,33.1917,0.1072,0.1678,0.115,1516.76470588235,1898.17647058824,1625.05882352941,1.29555803531415E-09,"NA","NA"
"chr1",10100001,10200000,10149815,1714,1714,1714,1714,1237,1161,1106,429.6667,372.4396,340.3595,437.2619,365.079,321.5535,-0.0872,0.0914,0.2502,0.2507,0.2173,0.1986,0.2295,0.2292,0.2086,-0.0099,0.01,0.0017,37.3258,27.2425,0.1562,0.2709,0.1811,1626.23529411765,1796.52941176471,1617.23529411765,1.77624609552E-09,"NA","NA"
"chr1",10200001,10300000,10250281,1939,1939,1939,1939,1441,1363,1110,503.8667,430.989,327.3725,509.373,428.5983,322.7164,-0.0543,0.0253,0.0617,0.2599,0.2223,0.1688,0.2366,0.2191,0.2027,-0.0096,0.0111,0.0186,30.9024,22.0841,0.1664,0.2275,0.1638,1515.10526315789,1874.78947368421,1650.10526315789,5.99815788540684E-10,"NA","NA"
"chr1",10300001,10400000,10346578,1601,1601,1601,1601,1087,1072,850,345.3333,291.8571,221.4837,384.239,337.0927,247.1252,-0.5081,-0.6083,-0.4437,0.2157,0.1823,0.1383,0.196,0.1794,0.1592,-0.0078,0.0067,-0.0038,25.7643,22.0714,0.0772,0.1309,0.0867,1651.125,1762,1626.875,1.57816528928313E-09,"NA","NA"
"chr1",10400001,10500000,10451494,1879,1879,1879,1879,1437,1434,1196,541.2222,453.4505,384.8105,507.959,450.9244,347.7197,0.3287,0.0254,0.4565,0.288,0.2413,0.2048,0.2591,0.2514,0.2216,-0.0111,0.0099,-0.0033,42.5095,31.3262,0.1515,0.2312,0.1829,1574.78947368421,1793.52631578947,1671.68421052632,1.95105082647922E-09,"NA","NA"
"chr1",10500001,10600000,10550465,1740,1740,1740,1740,1297,1202,984,440.9778,376.7582,314.4967,458.471,377.9715,286.0837,-0.1915,-0.0146,0.4249,0.2534,0.2165,0.1807,0.2381,0.2284,0.2018,0.0068,0.0255,0.0081,29.604,22.6127,0.1339,0.1619,0.112,1632.52941176471,1708.82352941176,1698.64705882353,1.89142616322293E-09,"NA","NA"
"chr1",10600001,10700000,10650635,1880,1880,1880,1880,1391,1275,1037,465.1111,368.0989,302.4706,491.6987,400.9265,301.4927,-0.2714,-0.3713,0.0139,0.2474,0.1958,0.1609,0.2244,0.2096,0.1757,0.0065,0.0133,-0.0076,33.2159,27.8476,0.0879,0.1158,0.0917,1634.42105263158,1809.63157894737,1595.94736842105,1.21657205793399E-09,"NA","NA"
"chr1",10700001,10800000,10749057,1738,1738,1738,1738,1307,1230,1010,461.8889,359.8791,306.2941,462.0059,386.7762,293.6428,-0.0013,-0.3153,0.1843,0.2658,0.2071,0.1762,0.237,0.2268,0.1945,0.0013,0.0131,0.0075,32.9329,28.448,0.0731,0.0975,0.0686,1611.66666666667,1770.05555555556,1658.27777777778,1.80546955868611E-09,"NA","NA"
"chr1",10800001,10900000,10848562,1927,1927,1927,1927,1449,1400,1084,507.6,426.3956,343.2549,512.2009,440.2331,315.1573,-0.0451,-0.1425,0.3815,0.2634,0.2213,0.1781,0.2393,0.2238,0.1981,-0.0065,0.0069,-0.0042,36.9111,28.9206,0.1214,0.1793,0.1382,1578.57894736842,1831.68421052632,1629.73684210526,1.98554631875563E-09,"NA","NA"
"chr1",10900001,11000000,10948852,1899,1899,1899,1899,1398,1369,1111,500.5111,432.2418,335.1046,494.1731,430.485,323.0071,0.0644,0.0185,0.1603,0.2636,0.2276,0.1765,0.2424,0.223,0.2018,-0.0067,0.0069,-0.0005,38.9306,24.1901,0.2335,0.2954,0.2405,1601.52631578947,1855,1583.47368421053,1.99975476264178E-09,"NA","NA"
"chr1",11000001,11100000,11052071,1663,1663,1663,1663,1191,1140,909,418.4889,328.5824,255.2484,421.0015,358.4755,264.2786,-0.03,-0.3781,-0.1461,0.2516,0.1976,0.1535,0.221,0.2063,0.1729,-0.0084,0.0094,-0.0079,29.6071,20.2413,0.1879,0.2448,0.2014,1684.875,1739.875,1615.25,1.96548081574821E-09,"NA","NA"
"chr1",11100001,11200000,11147713,1720,1720,1720,1720,1315,1159,1016,478.9333,349.3407,325.8693,464.8338,364.4501,295.3873,0.1522,-0.188,0.4415,0.2784,0.2031,0.1895,0.2405,0.2369,0.2029,-0.0006,0.0063,0.0168,32.0004,40.9583,-0.1228,-0.2809,-0.1471,1510.44444444444,1746.27777777778,1783.27777777778,1.92929198243453E-09,"NA","NA"
"chr1",11200001,11300000,11249432,1532,1532,1532,1532,1167,1052,818,422.2667,326.967,242.3987,412.5179,330.8037,237.8216,0.1186,-0.0526,0.0823,0.2756,0.2134,0.1582,0.242,0.2273,0.1878,-0.0054,0.024,0.0056,32.6893,19.1869,0.2603,0.2823,0.234,1543.73333333333,1902.8,1593.46666666667,1.87727396098952E-09,"NA","NA"
"chr1",11300001,11400000,11350576,1305,1305,1305,1305,936,913,742,335.7111,286.4945,220.7908,330.8627,287.0948,215.7257,0.0735,-0.0095,0.1004,0.2572,0.2195,0.1692,0.2381,0.2231,0.1938,-0.0007,0.0228,-0.0014,28.9325,17.5603,0.2446,0.2928,0.2503,1657.15384615385,1762.76923076923,1620.07692307692,1.82523357639476E-09,"NA","NA"
"chr1",11400001,11500000,11451797,1625,1625,1625,1625,1203,1189,963,438.4889,382.7033,304.3464,425.2434,373.8836,279.9783,0.1563,0.107,0.3723,0.2698,0.2355,0.1873,0.2492,0.2341,0.2089,-0.0071,0.0121,-0.006,38.352,27.694,0.1614,0.2413,0.1933,1486.1875,1874.625,1679.1875,1.77207203030703E-09,"NA","NA"
"chr1",11500001,11600000,11552329,1562,1562,1562,1562,1145,1115,920,405.1333,341.022,269.6275,404.7412,350.6142,267.4767,0.0049,-0.124,0.0344,0.2594,0.2183,0.1726,0.2365,0.2211,0.1937,-0.0052,0.0117,-0.0046,34.2274,24.6742,0.1622,0.2292,0.1835,1554.9375,1905.125,1579.9375,1.8162876489358E-09,"NA","NA"
"chr1",11600001,11700000,11650906,1868,1868,1868,1868,1414,1257,1073,484.1111,403.0989,344.7778,499.8289,395.2664,311.9592,-0.1579,0.0899,0.4501,0.2592,0.2158,0.1846,0.2318,0.2231,0.1973,-0.0125,0.0027,-0.0075,29.7274,22.5631,0.137,0.2071,0.1641,1531.36842105263,1855.94736842105,1652.68421052632,1.60408113412242E-09,"NA","NA"
"chr1",11700001,11800000,11749069,1648,1648,1648,1648,1193,1096,907,421.8,312.5934,282.4118,421.7085,344.6396,263.6971,0.0011,-0.4215,0.3035,0.2559,0.1897,0.1714,0.2259,0.2208,0.1824,0.0072,0.0165,0.0052,21.179,14.4972,0.1873,0.1802,0.1391,1673.1875,1702.625,1664.1875,1.39372312555889E-09,"NA","NA"
"chr1",11800001,11900000,11849963,1596,1596,1596,1596,1185,1079,889,415.6,326.022,266.4967,418.8806,339.2939,258.4639,-0.0393,-0.1773,0.1329,0.2604,0.2043,0.167,0.2269,0.2159,0.1844,-0.0123,0.0052,-0.0033,26.4123,20.7036,0.1212,0.1732,0.1297,1576.75,1748.125,1715.125,1.27855236192759E-09,"NA","NA"
"chr1",11900001,12000000,11952025,1694,1694,1694,1694,1207,1240,926,425.7778,355.5385,257.1242,426.6573,389.9207,269.2211,-0.0103,-0.3998,-0.1922,0.2513,0.2099,0.1518,0.2297,0.2079,0.1791,-0.002,0.016,-0.0051,26.6663,17.4544,0.2088,0.2155,0.1841,1607.64705882353,1733.05882352941,1699.29411764706,1.37848639400692E-09,"NA","NA"
"chr1",12000001,12100000,12050456,1610,1610,1610,1610,1219,1094,818,416.5778,321.5055,237.8693,430.8991,344.0107,237.8216,-0.1668,-0.2966,0.0009,0.2587,0.1997,0.1477,0.2256,0.2088,0.1722,-0.0083,0.0139,-0.0046,31.8889,20.0563,0.2278,0.2697,0.2374,1565.4375,1812.125,1662.4375,1.10809146419693E-09,"NA","NA"
"chr1",12100001,12200000,12150798,1731,1731,1731,1731,1280,1158,954,417.8667,308.1099,265.8627,452.4618,364.1356,277.3617,-0.3838,-0.6976,-0.1773,0.2414,0.178,0.1536,0.2107,0.2034,0.1654,0.0025,0.0151,-0.0011,22.2857,21.904,0.0086,0.0112,0.0075,1519.88235294118,1806.76470588235,1713.35294117647,1.69512243466805E-09,"NA","NA"
"chr1",12200001,12300000,12248378,1854,1854,1854,1854,1329,1215,975,442.3111,332.8462,263.7778,469.7826,382.0594,283.4671,-0.2935,-0.5841,-0.2971,0.2386,0.1795,0.1423,0.2134,0.2019,0.1606,0.0108,0.0301,-0.001,34.1964,27.0075,0.1175,0.1246,0.1006,1439.15789473684,1937.10526315789,1663.73684210526,1.94441364389876E-09,"NA","NA"
"chr1",12300001,12400000,12348527,1661,1661,1661,1661,1234,1133,922,435.1778,337.5714,245.9216,436.2014,356.2743,268.0581,-0.0118,-0.238,-0.3532,0.262,0.2032,0.1481,0.2303,0.2119,0.175,-0.0052,0.017,-0.002,31.9524,17.9516,0.2806,0.2937,0.2613,1511.125,1858.3125,1670.5625,1.85166990685569E-09,"NA","NA"
"chr1",12400001,12500000,12447837,1681,1681,1681,1681,1255,1059,862,426.8444,311.3077,238.9673,443.6246,333.0049,250.614,-0.1898,-0.2954,-0.1987,0.2539,0.1852,0.1422,0.2162,0.2019,0.1625,-0.0081,0.0099,-0.0036,33.8786,22.7294,0.197,0.2555,0.2157,1586.64705882353,1781.47058823529,1671.88235294118,1.16762926163644E-09,"NA","NA"
"chr1",12500001,12600000,12550629,1618,1618,1618,1618,1226,1062,945,425.4444,283.1319,283.5359,433.3735,333.9482,274.745,-0.0918,-0.6898,0.1369,0.2629,0.175,0.1752,0.2179,0.2239,0.1803,-0.0026,0.0109,0.0149,25.2869,30.9909,-0.1014,-0.1895,-0.0925,1540.4375,1731.5,1768.0625,1.55930009496102E-09,"NA","NA"
"chr1",12600001,12700000,12649830,1771,1771,1771,1771,1289,1210,1074,465.9556,379.6593,336.9281,455.6431,380.4871,312.2499,0.1136,-0.0099,0.3382,0.2631,0.2144,0.1902,0.2341,0.2362,0.216,-0.0101,0.0206,0.0336,26.6004,15.9663,0.2498,0.2852,0.1858,1597.27777777778,1852.22222222222,1590.5,1.0799329834545E-09,"NA","NA"
"chr1",12700001,12800000,12750844,1614,1614,1614,1614,1233,1137,874,450.5111,365.6703,278.8301,435.8479,357.5321,254.1028,0.1689,0.1032,0.4162,0.2791,0.2266,0.1728,0.2454,0.2286,0.204,-0.0155,0.0061,0.011,41.9655,23.5345,0.2814,0.4056,0.3457,1544,2043.25,1452.75,1.01003109691093E-09,"NA","NA"
"chr1",12800001,12900000,12850068,1494,1494,1494,1494,1021,1084,899,355.2,327.8901,279.7255,360.909,340.8662,261.3712,-0.0794,-0.1726,0.3003,0.2378,0.2195,0.1872,0.2264,0.2122,0.1991,-0.0049,-0.0007,-0.0109,20.2683,15.1476,0.1446,0.2146,0.1722,1672.4,1683.66666666667,1683.93333333333,1.50396110405501E-09,"NA","NA"
"chr1",12900001,13000000,12949676,1450,1450,1450,1450,1078,985,820,390.8889,306.1538,272.8889,381.0577,309.7354,238.4031,0.1295,-0.0524,0.6185,0.2696,0.2111,0.1882,0.2347,0.232,0.1991,-0.0123,0.0068,-0.0014,26.1345,21.0766,0.1071,0.1698,0.1199,1568.13333333333,1749.6,1722.26666666667,1.41564827466875E-09,"NA","NA"
"chr1",13000001,13100000,13048020,1327,1327,1327,1327,938,902,745,320.1111,282.4505,239.2026,331.5696,283.6359,216.5979,-0.1734,-0.0189,0.4461,0.2412,0.2128,0.1803,0.2223,0.211,0.1903,-0.0108,0.0006,-0.0166,20.6817,18.7476,0.0491,0.0961,0.0678,1561.15384615385,1668.30769230769,1810.53846153846,1.93755933849866E-09,"NA","NA"
"chr1",13100001,13200000,13149031,1249,1249,1249,1249,866,747,596,286,192.2088,160.4444,306.1187,234.8958,173.2784,-0.3297,-0.8232,-0.3164,0.229,0.1539,0.1285,0.1901,0.1839,0.1414,-0.0038,0.0148,0.0009,18.7631,19.6782,-0.0238,-0.0367,-0.0237,1545.38461538462,1784.69230769231,1709.92307692308,1.83895061509841E-09,"NA","NA"
"chr1",13200001,13300000,13248366,1137,1137,1137,1137,787,733,540,263.5556,193.989,141.6601,278.1933,230.4934,156.9972,-0.2639,-0.7174,-0.4172,0.2318,0.1706,0.1246,0.2034,0.1868,0.147,0.0057,0.0245,-0.0023,21.0806,17.148,0.1029,0.1171,0.0997,1495,1795.81818181818,1749.18181818182,1.33006875622799E-09,"NA","NA"
"chr1",13300001,13400000,13351070,1000,1000,1000,1000,654,560,400,209.2667,130.1758,82.7712,231.1797,176.0932,116.2942,-0.4753,-1.1803,-1.2293,0.2093,0.1302,0.0828,0.172,0.1589,0.1063,0.007,0.0458,-0.0009,11.5377,5.8012,0.3308,0.2163,0.1992,1445.4,1974.2,1620.4,1.81811425098114E-09,"NA","NA"
"chr1",13400001,13500000,13447989,1084,1084,1084,1084,716,622,419,208.8444,133.2857,72.4444,253.0958,195.5893,121.8182,-0.8768,-1.4423,-1.7289,0.1927,0.123,0.0668,0.1563,0.138,0.0955,-0.0052,0.0339,0.0033,11.8194,4.7337,0.4281,0.2874,0.2647,1542,1917.27272727273,1580.72727272727,1.88154014902835E-09,"NA","NA"
"chr1",13500001,13600000,13556691,1293,1293,1293,1293,933,841,739,335.0444,240.6703,230.9281,329.8022,264.4543,214.8535,0.0797,-0.4075,0.3198,0.2591,0.1861,0.1786,0.2192,0.2208,0.1798,-0.008,0.0045,-0.0073,17.6786,19.7246,-0.0547,-0.0853,-0.0533,1556.15384615385,1793.23076923077,1690.61538461538,1.87281585039682E-09,"NA","NA"
"chr1",13600001,13700000,13652680,1005,1005,1005,1005,689,581,412,210.5556,131.989,81.2614,243.5517,182.6967,119.783,-0.6793,-1.2565,-1.3717,0.2095,0.1313,0.0809,0.1723,0.1528,0.1049,0.0058,0.0277,-0.006,9.5472,5.2036,0.2945,0.1833,0.1696,1531.8,1934.6,1573.6,1.15866672870434E-09,"NA","NA"
"chr1",13700001,13800000,13752539,1148,1148,1148,1148,725,606,554,225,147.4945,129.6993,256.2772,190.558,161.0675,-0.612,-1.0232,-0.8318,0.196,0.1285,0.113,0.162,0.1611,0.1218,-0.0008,0.0216,0.0045,11.6583,8.0702,0.1819,0.1538,0.1195,1446.72727272727,1873.27272727273,1720,1.97508086533752E-09,"NA","NA"
"chr1",13800001,13900000,13852337,1064,1064,1064,1064,616,547,414,175.6444,107.9011,69.2484,217.7472,172.0053,120.3645,-0.9693,-1.6868,-1.8114,0.1651,0.1014,0.0651,0.1355,0.1234,0.0846,0.0088,0.0377,0.0083,8.4151,3.8095,0.3767,0.2043,0.1821,1283.90909090909,1986.09090909091,1770,1.88063277257147E-09,"NA","NA"
"chr1",13900001,14000000,13949226,1022,1022,1022,1022,613,555,438,179.2222,122.989,80.2418,216.6868,174.521,127.3421,-0.8668,-1.3365,-1.5781,0.1754,0.1203,0.0785,0.1486,0.1343,0.1002,0.0027,0.03,0.0039,9.1571,4.504,0.3406,0.2177,0.1922,1466.3,1878.3,1695.4,1.90480433345212E-09,"NA","NA"
"chr1",14000001,14100000,14047577,1059,1059,1059,1059,611,596,448,175.8444,121.5495,72.085,215.9798,187.4135,130.2495,-0.9316,-1.5911,-1.9055,0.166,0.1148,0.0681,0.1415,0.125,0.0917,0.0041,0.0355,0.0016,9.1694,4.2155,0.3701,0.2213,0.2012,1284.36363636364,2153.36363636364,1602.27272727273,2.04601010079528E-09,"NA","NA"
